"RESULTID","RACEID","DRIVERID","GRID","POSITIONTEXT","POINTS","LAPS","TIME","FASTESTLAP","FASTESTLAPSPEED"
1209,74,14,14,"11",0,61,"",22,209.813
1210,74,39,16,"12",0,61,"",20,211.177
1211,74,33,17,"13",0,60,"",19,209.62
1212,74,27,20,"R",0,20,"",18,203.143
1213,74,22,9,"R",0,18,"",13,210.325
1214,74,8,1,"R",0,9,"",8,213.201
1215,74,40,19,"R",0,8,"",5,201.041
1216,74,21,12,"R",0,5,"",4,207.305
1217,74,18,3,"D",0,62,"10.4",22,214.987
1218,74,11,6,"D",0,62,"34.7",23,213.016
1219,75,8,1,"1",10,66,"27:16.8",41,219.24
1220,75,4,3,"2",8,66,"27.652",59,218.891
1221,75,15,5,"3",6,66,"45.947",63,217.417
1222,75,23,4,"4",5,66,"46.719",63,217.829
1223,75,21,6,"5",4,66,"57.936",66,220.213
1224,75,17,2,"6",3,66,"+1:08.542",62,217
1225,75,31,7,"7",2,65,"",55,219.836
1226,75,14,9,"8",1,65,"",65,216.476
1227,75,22,16,"9",0,65,"",64,215.889
1228,75,2,17,"10",0,65,"",60,217.687
1229,75,13,10,"11",0,63,"",51,216.884
1230,75,33,18,"12",0,63,"",22,210.855
1231,75,39,13,"13",0,63,"",16,208.909
1232,75,35,12,"R",0,51,"",43,214.696
1233,75,30,8,"R",0,46,"",31,220.193
1234,75,27,14,"R",0,19,"",15,207.892
1235,75,40,15,"R",0,11,"",10,205.987
1236,75,24,11,"R",0,9,"",9,209.695
1237,76,8,1,"1",10,78,"45:15.6",41,158.375
1238,76,2,6,"2",8,78,"13.877",15,155.834
1239,76,17,3,"3",6,78,"18.484",77,156.214
1240,76,4,2,"4",5,78,"36.487",19,156.971
1241,76,31,16,"5",4,78,"36.647",50,155.342
1242,76,23,18,"6",3,78,"37.117",11,156.014
1243,76,30,8,"7",2,78,"37.223",40,158.54
1244,76,22,10,"8",1,78,"37.57",51,156.326
1245,76,13,11,"9",0,77,"",16,154.552
1246,76,15,5,"10",0,77,"",38,156.538
1247,76,35,9,"11",0,77,"",17,155.184
1248,76,21,4,"12",0,77,"",20,156.611
1249,76,33,15,"13",0,75,"",12,148.909
1250,76,27,14,"14",0,73,"",22,149.856
1251,76,24,12,"R",0,59,"",43,154.094
1252,76,40,13,"R",0,29,"",19,152.131
1253,76,14,7,"R",0,23,"",15,154.762
1254,76,39,17,"R",0,18,"",14,146.6
1255,77,4,6,"1",10,59,"31:46.6",44,204.305
1256,77,2,1,"2",8,59,"16.567",9,203.38
1257,77,22,7,"3",6,59,"18.549",44,203.594
1258,77,14,12,"4",5,59,"31.588",19,202.974
1259,77,30,10,"5",4,59,"50.445",19,202.537
1260,77,21,9,"6",3,59,"51.932",47,202.084
1261,77,31,5,"7",2,59,"58.173",42,201.866
1262,77,15,4,"8",1,59,"+1:11.091",43,201.928
1263,77,24,14,"9",0,59,"+1:11.529",43,201.506
1264,77,18,13,"10",0,59,"+1:35.786",20,201.542
1265,77,8,2,"11",0,58,"",9,203.791
1266,77,11,16,"12",0,58,"",26,201.686
1267,77,35,15,"13",0,58,"",41,200.174
1268,77,13,11,"14",0,58,"",18,200.725
1269,77,33,17,"15",0,58,"",39,198.37
1270,77,39,19,"16",0,58,"",21,198.653
1271,77,27,20,"17",0,57,"",18,194.985
1272,77,40,18,"18",0,56,"",18,193.987
1273,77,23,8,"R",0,33,"",25,202.049
1274,77,17,3,"R",0,0,"",,
1275,78,8,7,"1",10,70,"32:09.3",23,211.061
1276,78,30,2,"2",8,70,"1.1",32,209.697
1277,78,22,20,"3",6,70,"40.4",46,207.996
1278,78,13,11,"4",5,70,"55.1",18,206.551
1279,78,17,14,"5",4,70,"55.7",23,208.214
1280,78,23,10,"6",3,69,"",44,207.044
1281,78,14,12,"7",2,69,"",17,205.454
1282,78,32,16,"8",1,69,"",46,205.764
1283,78,35,8,"9",0,69,"",26,206.723
1284,78,33,18,"10",0,67,"",19,202.984
1285,78,27,15,"11",0,67,"",15,200.091
1286,78,15,9,"R",0,62,"",43,206.922
1287,78,18,1,"R",0,46,"",30,208.801
1288,78,2,13,"R",0,43,"",20,207.249
1289,78,11,6,"R",0,40,"",14,206.454
1290,78,40,19,"R",0,39,"",33,199.463
1291,78,4,3,"R",0,38,"",38,210.092
1292,78,21,4,"R",0,32,"",24,209.635
1293,78,39,17,"R",0,24,"",20,203.851
1294,78,31,5,"D",0,52,"",24,210.518
1295,79,30,5,"1",10,73,"29:43.2",48,211.074
1296,79,22,7,"2",8,73,"1.5",48,210.626
1297,79,33,17,"3",6,72,"",44,206.059
1298,79,39,19,"4",5,72,"",65,205.686
1299,79,27,18,"5",4,71,"",2,204.191
1300,79,40,20,"6",3,71,"",43,202.593
1301,79,15,1,"W",0,0,"",,
1302,79,8,2,"W",0,0,"",,
1303,79,18,3,"W",0,0,"",,
1304,79,21,4,"W",0,0,"",,
1305,79,4,6,"W",0,0,"",,
1306,79,11,8,"W",0,0,"",,
1307,79,17,9,"W",0,0,"",,
1308,79,13,10,"W",0,0,"",,
1309,79,31,11,"W",0,0,"",,
1310,79,35,12,"W",0,0,"",,
1311,79,41,13,"W",0,0,"",,
1312,79,32,14,"W",0,0,"",,
1313,79,2,15,"W",0,0,"",,
1314,79,14,16,"W",0,0,"",,
1315,80,4,1,"1",10,70,"31:22.2",5,207.571
1316,80,8,13,"2",8,70,"11.8",25,207.785
1317,80,30,3,"3",6,70,"+1:21.9",22,204.333
1318,80,18,7,"4",5,69,"",18,205.141
1319,80,15,2,"5",4,69,"",67,204.128
1320,80,21,6,"6",3,69,"",18,204.868
1321,80,23,11,"7",2,69,"",36,203.316
1322,80,35,10,"8",1,69,"",17,204
1323,80,22,5,"9",0,69,"",4,203.689
1324,80,14,15,"10",0,69,"",39,204.605
1325,80,11,4,"11",0,69,"",8,203.77
1326,80,17,12,"12",0,68,"",17,202.558
1327,80,33,19,"13",0,67,"",32,198.485
1328,80,2,14,"14",0,66,"",36,203.318
1329,80,39,17,"15",0,66,"",9,198.108
1330,80,31,8,"R",0,46,"",24,207.154
1331,80,27,20,"R",0,37,"",8,195.858
1332,80,40,18,"R",0,33,"",4,194.958
1333,80,13,9,"R",0,30,"",11,204.094
1334,80,32,16,"R",0,1,"",,
1335,81,31,3,"1",10,60,"24:29.6",41,229.338
1336,81,4,1,"2",8,60,"2.7",40,227.847
1337,81,8,12,"3",6,60,"14.4",60,229.902
1338,81,21,6,"4",5,60,"17.9",43,228.041
1339,81,18,2,"5",4,60,"40.3",42,225.721
1340,81,30,9,"6",3,60,"+1:15.3",23,226.6
1341,81,22,5,"7",2,60,"+1:16.6",41,224.874
1342,81,23,8,"8",1,60,"+1:19.2",46,225.812
1343,81,15,4,"9",0,60,"+1:20.9",56,225.394
1344,81,13,16,"10",0,59,"",45,224.427
1345,81,17,11,"11",0,59,"",16,222.204
1346,81,2,14,"12",0,59,"",58,222.02
1347,81,14,13,"13",0,59,"",44,222.744
1348,81,35,10,"14",0,59,"",16,222.42
1349,81,32,15,"15",0,59,"",58,222.588
1350,81,11,7,"16",0,58,"",54,224.195
1351,81,33,20,"17",0,58,"",38,219.682
1352,81,27,18,"18",0,57,"",53,214.75
1353,81,40,19,"19",0,56,"",37,213.987
1354,81,39,17,"R",0,10,"",8,217.08
1355,82,4,3,"1",10,67,"26:28.6",21,218.866
1356,82,31,20,"2",8,67,"22.569",54,217.011
1357,82,18,2,"3",6,67,"24.422",19,217.111
1358,82,21,4,"4",5,67,"50.587",21,216.977
1359,82,30,5,"5",4,67,"51.69",18,216.381
1360,82,23,12,"6",3,67,"52.242",23,216.455
1361,82,14,11,"7",2,67,"52.7",18,216
1362,82,13,13,"8",1,67,"56.57",45,215.845
1363,82,32,10,"9",0,67,"+1:09.818",45,215.992
1364,82,22,15,"10",0,66,"",47,215.168
1365,82,2,7,"11",0,66,"",10,214.946
1366,82,11,8,"12",0,66,"",27,214.615
1367,82,27,16,"13",0,65,"",11,209.963
1368,82,15,9,"14",0,64,"",45,215.32
1369,82,35,14,"15",0,64,"",26,213.511
1370,82,39,19,"16",0,64,"",7,210.535
1371,82,33,18,"17",0,64,"",12,210.821
1372,82,38,17,"18",0,63,"",44,208.369
1373,82,17,6,"N",0,55,"",46,214.397
1374,82,8,1,"R",0,32,"",24,219.924
1375,83,8,4,"1",10,70,"37:25.6",40,194.186
1376,83,30,1,"2",8,70,"35.581",13,193.573
1377,83,23,5,"3",6,70,"36.129",13,192.634
1378,83,15,3,"4",5,70,"54.221",32,192.707
1379,83,18,8,"5",4,70,"58.832",70,191.388
1380,83,2,12,"6",3,70,"+1:08.375",53,192.212
1381,83,17,16,"7",2,69,"",47,191.279
1382,83,11,10,"8",1,69,"",45,191.405
1383,83,21,9,"9",0,69,"",19,191.157
1384,83,22,7,"10",0,69,"",20,190.551
1385,83,4,6,"11",0,69,"",51,190.285
1386,83,39,18,"12",0,67,"",17,186.765
1387,83,33,20,"13",0,66,"",15,186.042
1388,83,13,14,"14",0,63,"",22,189.909
1389,83,27,17,"N",0,59,"",8,183.484
1390,83,35,15,"R",0,56,"",23,189.749
1391,83,31,2,"R",0,41,"",20,194.143
1392,83,38,19,"R",0,26,"",16,184.148
1393,83,14,13,"R",0,0,"",,
1394,83,32,11,"R",0,0,"",,
1395,84,8,1,"1",10,58,"24:34.5",40,226
1396,84,4,3,"2",8,58,"18.609",58,224.694
1397,84,31,4,"3",6,58,"19.635",39,226.693
1398,84,21,2,"4",5,58,"37.973",34,224.484
1399,84,18,13,"5",4,58,"39.304",58,223.998
1400,84,15,5,"6",3,58,"55.42",52,222.989
1401,84,14,12,"7",2,58,"+1:09.292",58,222.372
1402,84,32,10,"8",1,58,"+1:11.622",58,222.483
1403,84,11,20,"9",0,58,"+1:19.987",54,223.82
1404,84,22,11,"10",0,57,"",45,221.813
1405,84,35,16,"11",0,57,"",44,220.966
1406,84,23,9,"12",0,57,"",38,220.819
1407,84,38,17,"13",0,55,"",53,215.364
1408,84,39,18,"14",0,55,"",42,215.227
1409,84,33,14,"15",0,55,"",50,215.834
1410,84,27,15,"R",0,48,"",13,214.972
1411,84,30,19,"R",0,32,"",21,220.905
1412,84,2,6,"R",0,29,"",25,219.99
1413,84,13,8,"R",0,28,"",27,222.123
1414,84,17,7,"R",0,20,"",12,221.414
1415,85,31,1,"1",10,53,"14:28.7",15,254.861
1416,85,4,2,"2",8,53,"2.479",16,253.874
1417,85,21,8,"3",6,53,"17.975",16,252.519
1418,85,8,11,"4",5,53,"22.775",51,255.874
1419,85,15,5,"5",4,53,"33.786",19,251.775
1420,85,23,9,"6",3,53,"43.925",19,251.032
1421,85,42,16,"7",2,53,"44.643",21,251.656
1422,85,18,3,"8",1,53,"+1:03.635",16,250.776
1423,85,13,15,"9",0,53,"+1:15.413",18,250.162
1424,85,30,6,"10",0,53,"+1:36.070",5,249.507
1425,85,35,12,"11",0,52,"",13,248.591
1426,85,22,7,"12",0,52,"",13,249.859
1427,85,32,13,"13",0,52,"",17,249.36
545,44,8,2,"1",10,59,"21:43.1",17,229.514
546,44,4,3,"2",8,59,"2.459",35,228.159
547,44,1,1,"3",6,59,"39.373",11,226.6
548,44,9,5,"4",5,59,"53.319",14,225.413
549,44,13,4,"5",4,59,"54.063",17,228.89
550,44,2,9,"6",3,59,"56.336",17,225.727
551,44,5,7,"7",2,58,"",11,224.193
552,44,21,8,"8",1,58,"",13,225.328
553,44,22,14,"9",0,58,"",28,221.948
554,44,18,18,"10",0,58,"",29,221.433
555,44,14,12,"11",0,58,"",40,222.666
556,44,3,17,"12",0,58,"",49,223.262
557,44,25,13,"13",0,58,"",57,223.81
558,44,11,21,"14",0,57,"",42,221.879
559,44,27,22,"15",0,57,"",56,219.31
560,44,24,16,"16",0,53,"",46,221.308
561,44,15,10,"R",0,43,"",17,221.097
562,44,19,19,"R",0,35,"",26,219.951
563,44,26,15,"R",0,29,"",19,221.462
564,44,23,6,"R",0,22,"",12,224.307
565,44,16,20,"R",0,16,"",16,217.698
566,44,17,11,"R",0,8,"",6,220.941
567,45,4,2,"1",10,60,"06:26.4",35,198.783
568,45,13,3,"2",8,60,"8.155",34,199.592
569,45,17,6,"3",6,60,"+1:05.674",29,196.22
570,45,25,12,"4",5,60,"+1:05.937",33,196.665
571,45,14,20,"5",4,60,"+1:13.656",48,196.496
572,45,2,4,"6",3,60,"+1:20.298",49,196.417
573,45,9,5,"7",2,60,"+1:22.415",49,196.216
574,45,5,7,"8",1,59,"",48,195.9
575,45,1,10,"9",0,59,"",29,198.421
576,45,21,13,"10",0,59,"",48,195.302
577,45,22,14,"11",0,59,"",37,193.792
578,45,19,15,"12",0,59,"",46,194.504
579,45,15,8,"13",0,59,"",29,196.122
580,45,8,1,"R",0,34,"",32,197.359
581,45,11,16,"R",0,19,"",18,190.273
582,45,23,9,"R",0,18,"",18,192.658
583,45,28,22,"R",0,13,"",13,180.309
584,45,18,17,"R",0,2,"",2,132.338
585,45,16,21,"R",0,2,"",2,127.112
586,45,3,11,"R",0,2,"",2,108.41
587,45,26,18,"R",0,2,"",2,101.884
588,45,24,19,"R",0,2,"",2,91.61
589,46,1,1,"1",10,70,"35:53.0",13,196.724
590,46,8,3,"2",8,70,"0.715",70,197.029
591,46,2,2,"3",6,70,"43.129",16,195.721
592,46,4,6,"4",5,70,"44.858",49,196.349
593,46,9,7,"5",4,70,"47.616",40,196.117
594,46,23,5,"6",3,70,"50.669",69,194.804
595,46,3,4,"7",2,70,"59.139",68,195.502
596,46,5,11,"8",1,70,"+1:08.104",69,194.867
597,46,17,9,"9",0,70,"+1:16.331",63,194.915
598,46,15,8,"10",0,69,"",48,194.104
599,46,14,10,"11",0,69,"",67,193.39
600,46,21,13,"12",0,69,"",66,193.054
601,46,13,14,"13",0,69,"",37,194.756
602,46,25,12,"14",0,69,"",49,194.078
603,46,11,19,"15",0,69,"",66,194.759
604,46,20,20,"16",0,69,"",65,192.536
605,46,16,21,"17",0,68,"",67,191.721
606,46,22,18,"18",0,68,"",34,192.327
607,46,24,16,"R",0,42,"",35,191.379
608,46,19,15,"R",0,41,"",39,191.948
609,46,18,17,"R",0,35,"",25,190.234
610,46,29,22,"R",0,4,"",4,181.824
611,47,13,1,"1",10,58,"26:42.2",18,218.566
612,47,8,3,"2",8,58,"2.275",57,220.136
613,47,4,4,"3",6,58,"26.181",39,218.199
614,47,2,6,"4",5,58,"39.674",39,217.583
615,47,1,2,"5",4,58,"45.085",17,218.464
616,47,5,7,"6",3,58,"46.169",20,216.886
617,47,3,8,"7",2,58,"55.778",37,217.05
618,47,9,5,"8",1,58,"56.707",11,216.118
619,47,21,10,"9",0,58,"59.491",56,216.422
620,47,14,13,"10",0,58,"+1:11.009",54,215.754
621,47,25,14,"11",0,58,"+1:19.628",55,216.559
622,47,23,16,"12",0,57,"",55,216.103
623,47,18,21,"13",0,57,"",34,216.227
624,47,19,11,"14",0,57,"",38,214.334
625,47,24,15,"15",0,57,"",56,214.561
626,47,15,9,"16",0,57,"",39,214.811
627,47,22,22,"17",0,57,"",35,214.681
628,47,11,17,"18",0,57,"",56,213.719
629,47,20,18,"19",0,57,"",39,213.56
630,47,29,20,"20",0,56,"",21,211.287
631,47,16,19,"21",0,53,"",52,212.066
632,47,17,12,"R",0,9,"",4,211.62
633,48,4,1,"1",10,53,"18:37.8",15,251.653
634,48,1,2,"2",8,53,"6.062",17,251.456
635,48,8,5,"3",6,53,"27.325",21,250.147
636,48,2,4,"4",5,53,"56.562",19,249.217
637,48,9,6,"5",4,53,"+1:00.558",22,248.543
638,48,3,8,"6",3,53,"+1:05.810",52,246.884
639,48,5,7,"7",2,53,"+1:06.751",53,247.605
640,48,18,10,"8",1,53,"+1:02.168",32,246.708
641,48,17,11,"9",0,53,"+1:05.879",46,245.859
642,48,22,12,"10",0,53,"+1:06.958",52,246.024
643,48,15,9,"11",0,53,"+1:07.736",49,246.446
644,48,21,15,"12",0,52,"",32,245.787
645,48,25,13,"13",0,52,"",42,245.35
646,48,19,14,"14",0,52,"",46,245.016
647,48,23,18,"15",0,52,"",49,245.492
648,48,11,17,"16",0,52,"",49,246.309
649,48,24,19,"17",0,52,"",45,244.278
650,48,20,16,"18",0,52,"",47,244.45
651,48,16,21,"19",0,52,"",30,244.267
652,48,29,22,"20",0,52,"",34,243.978
653,48,13,3,"R",0,10,"",8,248.357
654,48,14,20,"R",0,1,"",,
655,49,8,1,"1",10,44,"20:39.1",12,233.261
656,49,13,2,"2",8,44,"4.695",34,233.388
657,49,4,3,"3",6,44,"14.343",44,233.073
658,49,1,4,"4",5,44,"23.615",41,233.002
659,49,2,6,"5",4,44,"51.879",33,232.042
660,49,3,5,"6",3,44,"+1:16.876",29,229.704
661,49,17,7,"7",2,44,"+1:20.639",12,229.119
662,49,5,9,"8",1,44,"+1:25.106",21,230.058
663,49,9,14,"9",0,44,"+1:25.661",32,231.549
664,49,23,10,"10",0,44,"+1:28.574",43,229.175
665,49,15,8,"11",0,44,"+1:43.653",43,231.345
666,49,24,13,"12",0,43,"",40,227.71
667,49,22,17,"13",0,43,"",43,227.817
668,49,16,19,"14",0,43,"",29,227.357
669,49,11,18,"15",0,43,"",32,227.39
670,49,19,20,"16",0,43,"",43,226.359
671,49,29,21,"17",0,43,"",30,225.838
672,49,18,12,"R",0,36,"",22,226.868
673,49,25,15,"R",0,34,"",18,226.605
674,49,14,11,"R",0,29,"",24,226.837
675,49,20,16,"R",0,8,"",4,223.682
676,49,21,22,"R",0,1,"",,
677,50,1,1,"1",10,67,"00:34.6",27,186.259
678,50,5,11,"2",8,67,"8.377",34,183.222
679,50,8,3,"3",6,67,"9.478",29,183.295
680,50,14,12,"4",5,67,"20.297",56,182.345
681,50,21,10,"5",4,67,"38.864",33,181.738
682,50,13,4,"6",3,67,"49.042",32,183.359
683,50,9,9,"7",2,67,"49.285",32,184.527
684,50,16,20,"8",1,67,"+1:00.129",54,178.763
685,50,24,14,"9",0,67,"+1:20.622",35,181.205
686,50,22,17,"10",0,67,"+1:28.342",57,180.395
687,50,18,6,"11",0,66,"",58,178.647
688,50,29,22,"12",0,66,"",33,178.3
689,50,15,13,"13",0,66,"",55,177.752
690,50,2,5,"14",0,65,"",28,184.396
691,50,11,21,"15",0,65,"",54,179.514
692,50,23,15,"R",0,55,"",33,180.782
693,50,19,19,"R",0,54,"",27,178.935
694,50,3,16,"R",0,49,"",27,182.67
695,50,20,8,"R",0,46,"",31,184.452
696,50,17,7,"R",0,45,"",30,184.695
697,50,4,2,"R",0,41,"",25,185.59
698,50,25,18,"R",0,19,"",19,130.749
699,51,8,2,"1",10,56,"37:58.4",52,199.66
700,51,4,4,"2",8,56,"9.806",54,200.259
701,51,13,3,"3",6,56,"12.891",56,201.362
702,51,20,17,"4",5,56,"53.509",52,196.452
703,51,18,10,"5",4,56,"+1:08.666",39,198.392
704,51,24,11,"6",3,56,"+1:13.673",53,196.917
705,51,2,8,"7",2,56,"+1:14.224",55,197.569
706,51,14,5,"8",1,56,"+1:20.750",55,196.945
707,51,5,13,"9",0,56,"+1:21.186",52,197.557
708,51,17,7,"10",0,56,"+1:24.685",55,197.478
709,51,21,18,"11",0,56,"+1:26.683",39,198.418
710,51,25,19,"12",0,55,"",54,196.741
711,51,15,12,"13",0,55,"",55,196.41
712,51,11,20,"14",0,55,"",54,195.989
713,51,22,16,"15",0,55,"",55,195.228
714,51,3,15,"16",0,54,"",54,197.752
715,51,29,22,"17",0,53,"",52,194.748
716,51,9,9,"R",0,33,"",32,194.435
717,51,1,1,"R",0,30,"",22,190.278
718,51,23,6,"R",0,25,"",25,188.576
719,51,16,21,"R",0,24,"",22,182.37
720,51,19,14,"R",0,11,"",9,175.579
721,52,8,3,"1",10,71,"28:15.3",66,214.126
722,52,13,1,"2",8,71,"1.493",71,213.716
723,52,4,4,"3",6,71,"57.019",59,212.062
724,52,3,10,"4",5,71,"+1:02.848",56,212.036
725,52,9,7,"5",4,71,"+1:10.957",61,213.416
726,52,2,6,"6",3,71,"+1:11.317",53,211.19
727,52,1,2,"7",2,70,"",58,213.946
728,52,15,8,"8",1,70,"",68,211.452
729,52,14,9,"9",0,70,"",22,209.076
730,52,6,19,"10",0,70,"",69,212.161
731,52,23,15,"11",0,70,"",65,211.432
732,52,11,18,"12",0,69,"",39,207.069
733,52,24,14,"13",0,69,"",56,210.643
734,52,19,20,"14",0,68,"",64,208.699
735,52,16,21,"R",0,43,"",13,206.276
736,52,22,11,"R",0,40,"",32,207.545
737,52,5,17,"R",0,35,"",31,207.133
738,52,20,13,"R",0,34,"",18,208.435
739,52,18,16,"R",0,20,"",20,209.516
740,52,17,5,"R",0,14,"",13,208.505
741,52,29,22,"R",0,2,"",2,140.505
742,52,21,12,"R",0,2,"",2,126.446
743,53,4,4,"1",10,57,"29:46.2",21,210.551
744,53,30,1,"2",8,57,"1.246",38,210.576
745,53,8,22,"3",6,57,"19.36",29,209.803
746,53,18,3,"4",5,57,"19.992",39,210.109
747,53,31,5,"5",4,57,"37.048",21,210.013
748,53,17,7,"6",3,57,"41.932",25,210.265
749,53,3,12,"7",2,57,"+1:03.043",42,210.838
750,53,32,8,"8",1,57,"+1:06.771",40,209.02
751,53,13,2,"9",0,57,"+1:09.907",28,210.086
752,53,14,13,"10",0,57,"+1:15.541",26,208.653
753,53,24,15,"11",0,57,"+1:25.997",26,208.421
754,53,2,10,"12",0,56,"",26,207.772
755,53,26,16,"13",0,56,"",45,209.253
756,53,23,17,"14",0,56,"",25,207.021
757,53,22,6,"15",0,56,"",14,207.621
758,53,15,14,"16",0,56,"",24,205.406
759,53,33,19,"17",0,55,"",41,203.076
760,53,11,20,"18",0,53,"",17,200.642
761,53,34,21,"R",0,35,"",11,198.197
762,53,35,11,"R",0,29,"",20,207.945
763,53,21,9,"R",0,21,"",15,206.564
764,53,27,18,"R",0,0,"",,
765,54,21,1,"1",10,56,"30:40.5",16,209.402
766,54,4,7,"2",8,56,"4.585",45,210.487
767,54,18,2,"3",6,56,"9.631",35,208.723
768,54,31,5,"4",5,56,"39.351",39,208.806
769,54,13,21,"5",4,56,"43.254",51,207.962
770,54,30,14,"6",3,56,"43.854",44,208.629
771,54,35,10,"7",2,56,"+1:20.461",43,207.858
772,54,23,22,"8",1,56,"+1:21.288",34,208.544
773,54,15,9,"9",0,55,"",52,207.042
774,54,22,20,"10",0,55,"",54,207.456
775,54,24,13,"11",0,54,"",40,204.902
776,54,27,15,"12",0,54,"",34,203.209
777,54,33,16,"13",0,54,"",39,200.53
778,54,11,17,"14",0,53,"",14,199.151
779,54,2,11,"R",0,48,"",41,208.403
780,54,26,12,"R",0,41,"",25,205.057
781,54,34,18,"R",0,33,"",18,194.05
782,54,32,8,"R",0,26,"",14,206.002
783,54,17,4,"R",0,15,"",12,206.206
784,54,14,19,"R",0,10,"",4,203.458
785,54,3,3,"R",0,6,"",6,204.946
786,54,8,6,"R",0,0,"",,
787,55,4,3,"1",10,57,"34:27.9",49,221.499
788,55,8,4,"2",8,57,"1.8",57,221.869
789,55,23,6,"3",6,57,"24.8",45,217.41
790,55,2,8,"4",5,57,"31",49,217.683
791,55,21,2,"5",4,57,"38.1",53,218.028
792,55,35,19,"6",3,57,"49.5",56,216.152
793,55,22,16,"7",2,57,"51.9",32,217.707
794,55,14,11,"8",1,57,"53.9",32,216.326
795,55,26,18,"9",0,57,"78.8",26,216.039
796,55,18,1,"10",0,56,"",17,217.437
797,55,27,17,"11",0,56,"",53,213.931
798,55,11,21,"12",0,55,"",54,210.775
799,55,34,22,"13",0,54,"",49,203.663
800,55,31,5,"R",0,46,"",45,218.27
801,55,33,20,"R",0,39,"",31,212.86
802,55,24,12,"R",0,37,"",25,216.97
803,55,30,10,"R",0,32,"",27,218.981
804,55,17,7,"R",0,22,"",19,217.435
805,55,32,13,"R",0,4,"",4,188.363
806,55,15,9,"R",0,0,"",,
807,55,3,14,"R",0,0,"",,
808,55,13,15,"R",0,0,"",,
809,56,30,1,"1",10,62,"31:06.5",19,210.961
810,56,4,5,"2",8,62,"2.096",23,211.098
811,56,31,7,"3",6,62,"15.868",22,209.791
812,56,13,4,"4",5,62,"17.096",12,208.731
813,56,8,8,"5",4,62,"17.524",49,209.961
814,56,17,10,"6",3,62,"37.739",39,208.829
815,56,18,2,"7",2,62,"39.635",29,209.174
816,56,21,11,"8",1,62,"40.2",43,209.159
817,56,23,6,"9",0,62,"45.511",45,209.25
818,56,22,3,"10",0,62,"+1:17.851",12,207.275
819,56,3,13,"11",0,62,"+1:19.675",30,206.581
820,56,35,12,"12",0,62,"+1:22.370",53,208.951
821,56,2,15,"13",0,61,"",53,207.595
822,56,24,16,"14",0,61,"",43,208.363
823,56,26,18,"15",0,61,"",57,206.989
824,56,33,19,"16",0,60,"",53,204.823
825,56,14,14,"R",0,47,"",41,205.542
826,56,11,21,"R",0,44,"",40,200.363
827,56,32,17,"R",0,40,"",30,205.77
828,56,34,22,"R",0,23,"",15,196.111
829,56,15,9,"R",0,5,"",4,202.778
830,56,27,20,"R",0,0,"",,
831,57,30,2,"1",10,60,"35:58.8",39,201.226
832,57,4,1,"2",8,60,"3.751",37,200.285
833,57,13,3,"3",6,60,"4.447",19,199.065
834,57,8,5,"4",5,60,"4.879",43,200.415
835,57,22,4,"5",4,60,"+1:12.586",59,197.258
836,57,21,11,"6",3,60,"+1:14.116",46,199.354
837,57,3,22,"7",2,60,"+1:14.565",48,198.044
838,57,35,9,"8",1,60,"+1:29.364",38,197.079
839,57,15,7,"9",0,59,"",58,197.256
840,57,2,13,"10",0,59,"",47,197.084
841,57,26,17,"11",0,59,"",57,196.966
842,57,33,18,"12",0,59,"",41,194.052
843,57,27,16,"13",0,59,"",35,194.207
844,57,23,10,"R",0,52,"",27,197.985
845,57,31,8,"R",0,52,"",47,198.061
846,57,11,20,"R",0,45,"",26,191.64
847,57,36,21,"R",0,29,"",21,190.639
848,57,18,6,"R",0,28,"",9,197.069
849,57,32,15,"R",0,28,"",16,196.004
850,57,17,19,"R",0,12,"",11,194.233
851,57,14,12,"R",0,2,"",2,128.254
852,57,24,14,"R",0,0,"",,
853,58,4,1,"1",10,66,"26:21.8",39,217.108
854,58,30,3,"2",8,66,"18.502",43,216.546
855,58,21,2,"3",6,66,"23.951",38,216.094
856,58,13,4,"4",5,66,"29.853",42,217.32
857,58,8,9,"5",4,66,"56.875",40,215.328
858,58,18,8,"6",3,66,"58.347",40,215.301
859,58,22,5,"7",2,65,"",40,215.212
860,58,2,10,"8",1,65,"",49,213.913
861,58,17,11,"9",0,65,"",61,213.827
862,58,15,7,"10",0,65,"",42,212.288
863,58,3,13,"11",0,65,"",51,213.935
864,58,35,22,"12",0,65,"",62,213.417
865,58,32,14,"13",0,65,"",59,212.15
866,58,14,21,"14",0,65,"",55,213.932
867,58,24,15,"15",0,63,"",52,212.226
868,58,33,17,"16",0,63,"",28,210.145
869,58,11,19,"17",0,62,"",42,207.15
870,58,27,18,"R",0,48,"",28,209.44
871,58,26,16,"R",0,47,"",41,212.082
872,58,23,6,"R",0,31,"",24,211.867
873,58,31,12,"R",0,17,"",17,209.571
874,58,36,20,"R",0,10,"",9,202.177
875,59,4,1,"1",10,78,"43:43.1",11,158.898
876,59,31,4,"2",8,78,"14.567",20,158.193
877,59,14,7,"3",6,78,"52.298",45,154.452
878,59,22,5,"4",5,78,"53.337",67,155.509
879,59,30,22,"5",4,78,"53.83",74,160.014
880,59,21,9,"6",3,78,"+1:02.072",58,158.379
881,59,2,15,"7",2,77,"",72,155.511
882,59,23,10,"8",1,77,"",72,155.068
883,59,13,21,"9",0,77,"",40,156.946
884,59,24,12,"10",0,77,"",75,154.828
885,59,18,13,"11",0,77,"",59,155.549
886,59,27,16,"12",0,77,"",77,154.942
